colno,verb id,tense id,aux id,person no,person,conjugation,stem,end,irregularS,irregularE,specialCalc,specialCase
2217,24,1,2,1S,Je,mange,mang,e,,,0,
2218,24,1,2,2S,Tu,manges,mang,es,,,0,
2219,24,1,2,3S,Il,mange,mang,e,,,0,
2220,24,1,2,3P,Ils,mangent,mang,ent,,,0,
2221,24,1,2,1P,Nous,mangeons,mange,ons,1,,1,e
2222,24,1,2,2P,Vous,mangez,mang,ez,,,0,
2223,24,2,2,1S,Je,mangerai,manger,ai,,,0,
2224,24,2,2,2S,Tu,mangeras,manger,as,,,0,
2225,24,2,2,3S,Il,mangera,manger,a,,,0,
2226,24,2,2,3P,Ils,mangeront,manger,ont,,,0,
2227,24,2,2,1P,Nous,mangerons,manger,ons,,,0,
2228,24,2,2,2P,Vous,mangerez,manger,ez,,,0,
2229,24,3,2,1S,Je,mangeais,mange,ais,1,,1,e
2230,24,3,2,2S,Tu,mangeais,mange,ais,1,,1,e
2231,24,3,2,3S,Il,mangeait,mange,ait,1,,1,e
2232,24,3,2,3P,Ils,mangeaient,mange,aient,1,,1,e
2233,24,3,2,1P,Nous,mangions,mang,ions,,,0,
2234,24,3,2,2P,Vous,mangiez,mang,iez,,,0,
2235,24,4,2,1S,Je,mangeai,mange,ai,1,,1,e
2236,24,4,2,2S,Tu,mangeas,mange,as,1,,1,e
2237,24,4,2,3S,Il,mangea,mange,a,1,,1,e
2238,24,4,2,3P,Ils,mangèrent,mang,èrent,,,0,
2239,24,4,2,1P,Nous,mangeâmes,mange,âmes,1,,1,e
2240,24,4,2,2P,Vous,mangeâtes,mange,âtes,1,,1,e
2241,24,5,2,1S,Je,mange,mang,e,,,0,
2242,24,5,2,2S,Tu,manges,mang,es,,,0,
2243,24,5,2,3S,Il,mange,mang,e,,,0,
2244,24,5,2,3P,Ils,mangent,mang,ent,,,0,
2245,24,5,2,1P,Nous,mangions,mang,ions,,,0,
2246,24,5,2,2P,Vous,mangiez,mang,iez,,,0,
2247,24,6,2,1S,Je,mangeasse,mange,asse,,,1,e
2248,24,6,2,2S,Tu,mangeasses,mange,asses,,,1,e
2249,24,6,2,3S,Il,mangeât,mange,ât,,,1,e
2250,24,6,2,3P,Ils,mangeassent,mange,assent,,,1,e
2251,24,6,2,1P,Nous,mangeassions,mange,assions,,,1,e
2252,24,6,2,2P,Vous,mangeassiez,mange,assiez,,,1,e
2253,24,7,2,1S,Je,mangerais,manger,ais,,,0,
2254,24,7,2,2S,Tu,mangerais,manger,ais,,,0,
2255,24,7,2,3S,Il,mangerait,manger,ait,,,0,
2256,24,7,2,3P,Ils,mangeraient,manger,aient,,,0,
2257,24,7,2,1P,Nous,mangerions,manger,ions,,,0,
2258,24,7,2,2P,Vous,mangeriez,manger,iez,,,0,
2262,24,9,2,,,mangeant,mange,ant,1,,1,e
2263,24,10,2,,,mangé(s),mang,é(s),,,0,
2264,24,10,2,,,mangée(s),mang,ée(s),,,0,
2318,25,1,2,1S,Je,finis,fin,is,0,0,0,
2319,25,1,2,2S,Tu,finis,fin,is,,,0,
2320,25,1,2,3S,Il,finit,fin,it,,,0,
2321,25,1,2,3P,Ils,finissent,fin,issent,,,0,
2322,25,1,2,1P,Nous,finissons,fin,issons,,,0,
2323,25,1,2,2P,Vous,finissez,fin,issez,,,0,
2324,25,2,2,1S,Je,finirai,finir,ai,,,0,
2325,25,2,2,2S,Tu,finiras,finir,as,,,0,
2326,25,2,2,3S,Il,finira,finir,a,,,0,
2327,25,2,2,3P,Ils,finiront,finir,ont,,,0,
2328,25,2,2,1P,Nous,finirons,finir,ons,,,0,
2329,25,2,2,2P,Vous,finirez,finir,ez,,,0,
2330,25,3,2,1S,Je,finissais,fin,issais,,,0,
2331,25,3,2,2S,Tu,finissais,fin,issais,,,0,
2332,25,3,2,3S,Il,finissait,fin,issait,,,0,
2333,25,3,2,3P,Ils,finissaient,fin,issaient,,,0,
2334,25,3,2,1P,Nous,finissions,fin,issions,,,0,
2335,25,3,2,2P,Vous,finissiez,fin,issiez,,,0,
2336,25,4,2,1S,Je,finis,fin,is,,,0,
2337,25,4,2,2S,Tu,finis,fin,is,,,0,
2338,25,4,2,3S,Il,finit,fin,it,,,0,
2339,25,4,2,3P,Ils,finirent,fin,irent,,,0,
2340,25,4,2,1P,Nous,finîmes,fin,îmes,,,0,
2341,25,4,2,2P,Vous,finîtes,fin,îtes,,,0,
2342,25,5,2,1S,Je,finisse,fin,isse,,,0,
2343,25,5,2,2S,Tu,finisses,fin,isses,,,0,
2344,25,5,2,3S,Il,finisse,fin,isse,,,0,
2345,25,5,2,3P,Ils,finissent,fin,issent,,,0,
2346,25,5,2,1P,Nous,finissions,fin,issions,,,0,
2347,25,5,2,2P,Vous,finissiez,fin,issiez,,,0,
2348,25,6,2,1S,Je,finisse,fin,isse,,,0,
2349,25,6,2,2S,Tu,finisses,fin,isses,,,0,
2350,25,6,2,3S,Il,finît,fin,ît,,,0,
2351,25,6,2,3P,Ils,finissent,fin,issent,,,0,
2352,25,6,2,1P,Nous,finissions,fin,issions,,,0,
2353,25,6,2,2P,Vous,finissiez,fin,issiez,,,0,
2354,25,7,2,1S,Je,finirais,finir,ais,,,0,
2355,25,7,2,2S,Tu,finirais,finir,ais,,,0,
2356,25,7,2,3S,Il,finirait,finir,ait,,,0,
2357,25,7,2,3P,Ils,finiraient,finir,aient,,,0,
2358,25,7,2,1P,Nous,finirions,finir,ions,,,0,
2359,25,7,2,2P,Vous,finiriez,finir,iez,,,0,
2363,25,9,2,,,finissant,fin,issant,,,0,
2364,25,10,2,,,fini(s),fin,i(s),,,0,
2365,25,10,2,,,finie(s),fin,ie(s),,,0,
2419,26,1,2,1S,Je,hais,ha,is,0,1,0,
2420,26,1,2,2S,Tu,hais,ha,is,0,1,0,
2421,26,1,2,3S,Il,hait,ha,it,,1,0,
2422,26,1,2,3P,Ils,haïssent,ha,ïssent,,,0,
2423,26,1,2,1P,Nous,haïssons,ha,ïssons,,,0,
2424,26,1,2,2P,Vous,haïssez,ha,ïssez,,,0,
2425,26,2,2,1S,Je,haïrai,haïr,ai,,,0,
2426,26,2,2,2S,Tu,haïras,haïr,as,,,0,
2427,26,2,2,3S,Il,haïra,haïr,a,,,0,
2428,26,2,2,3P,Ils,haïront,haïr,ont,,,0,
2429,26,2,2,1P,Nous,haïrons,haïr,ons,,,0,
2430,26,2,2,2P,Vous,haïrez,haïr,ez,,,0,
2431,26,3,2,1S,Je,haïssais,ha,ïssais,,,0,
2432,26,3,2,2S,Tu,haïssais,ha,ïssais,,,0,
2433,26,3,2,3S,Il,haïssait,ha,ïssait,,,0,
2434,26,3,2,3P,Ils,haïssaient,ha,ïssaient,,,0,
2435,26,3,2,1P,Nous,haïssions,ha,ïssions,,,0,
2436,26,3,2,2P,Vous,haïssiez,ha,ïssiez,,,0,
2437,26,4,2,1S,Je,haïs,ha,ïs,,,0,
2438,26,4,2,2S,Tu,haïs,ha,ïs,,,0,
2439,26,4,2,3S,Il,haït,ha,ït,,,0,
2440,26,4,2,3P,Ils,haïrent,ha,ïrent,,,0,
2441,26,4,2,1P,Nous,haïmes,ha,ïmes,,,0,
2442,26,4,2,2P,Vous,haïtes,ha,ïtes,,0,0,
2443,26,5,2,1S,Je,haïsse,ha,ïsse,,,0,
2444,26,5,2,2S,Tu,haïsses,ha,ïsses,,,0,
2445,26,5,2,3S,Il,haïsse,ha,ïsse,,,0,
2446,26,5,2,3P,Ils,haïssent,ha,ïssent,,,0,
2447,26,5,2,1P,Nous,haïssions,ha,ïssions,,,0,
2448,26,5,2,2P,Vous,haïssiez,ha,ïssiez,,,0,
2449,26,6,2,1S,Je,haïsse,ha,ïsse,,,0,
2450,26,6,2,2S,Tu,haïsses,ha,ïsses,,,0,
2451,26,6,2,3S,Il,haït,ha,ït,,,0,
2452,26,6,2,3P,Ils,haïssent,ha,ïssent,,,0,
2453,26,6,2,1P,Nous,haïssions,ha,ïssions,,,0,
2454,26,6,2,2P,Vous,haïssiez,ha,ïssiez,,,0,
2455,26,7,2,1S,Je,haïrais,haïr,ais,,,0,
2456,26,7,2,2S,Tu,haïrais,haïr,ais,,,0,
2457,26,7,2,3S,Il,haïrait,haïr,ait,,,0,
2458,26,7,2,3P,Ils,haïraient,haïr,aient,,,0,
2459,26,7,2,1P,Nous,haïrions,haïr,ions,,,0,
2460,26,7,2,2P,Vous,haïriez,haïr,iez,,,0,
2464,26,9,2,,,haïssant,ha,ïssant,,,0,
2465,26,10,2,,,haï(s),ha,ï(s),,,0,
2466,26,10,2,,,haïe(s),ha,ïe(s),,,0,
2520,27,1,2,1S,J',absous,absou,s,1,,0,
2521,27,1,2,2S,Tu,absous,absou,s,1,,0,
2522,27,1,2,3S,Il,absout,absou,t,1,,0,
2523,27,1,2,3P,Ils,absolvent,absolv,ent,1,,0,
2524,27,1,2,1P,Nous,absolvons,absolv,ons,1,,0,
2525,27,1,2,2P,Vous,absolvez,absolv,ez,1,,0,
2526,27,2,2,1S,J',absoudrai,absoudr,ai,1,,0,
2527,27,2,2,2S,Tu,absoudras,absoudr,as,1,,0,
2528,27,2,2,3S,Il,absoudra,absoudr,a,1,,0,
2529,27,2,2,3P,Ils,absoudront,absoudr,ont,1,,0,
2530,27,2,2,1P,Nous,absoudrons,absoudr,ons,1,,0,
2531,27,2,2,2P,Vous,absoudrez,absoudr,ez,1,,0,
2532,27,3,2,1S,J',absolvais,absolv,ais,,,0,
2533,27,3,2,2S,Tu,absolvais,absolv,ais,,,0,
2534,27,3,2,3S,Il,absolvait,absolv,ait,,,0,
2535,27,3,2,3P,Ils,absolvaient,absolv,aient,,,0,
2536,27,3,2,1P,Nous,absolvions,absolv,ions,,,0,
2537,27,3,2,2P,Vous,absolviez,absolv,iez,,,0,
2538,27,4,2,1S,J',absolus,absol,us,1,,0,
2539,27,4,2,2S,Tu,absolus,absol,us,1,,0,
2540,27,4,2,3S,Il,absolut,absol,ut,1,,0,
2541,27,4,2,3P,Ils,absolurent,absol,urent,1,,0,
2542,27,4,2,1P,Nous,absolûmes,absol,ûmes,1,,0,
2543,27,4,2,2P,Vous,absolûtes,absol,ûtes,1,,0,
2544,27,5,2,1S,J',absolve,absolv,e,,,0,
2545,27,5,2,2S,Tu,absolves,absolv,es,,,0,
2546,27,5,2,3S,Il,absolve,absolv,e,,,0,
2547,27,5,2,3P,Ils,absolvent,absolv,ent,,,0,
2548,27,5,2,1P,Nous,absolvions,absolv,ions,,,0,
2549,27,5,2,2P,Vous,absolviez,absolv,iez,,,0,
2550,27,6,2,1S,J',absolusse,absolu,sse,,,0,
2551,27,6,2,2S,Tu,absolusses,absolu,sses,,,0,
2552,27,6,2,3S,Il,absolut,absolu,t,,,0,
2553,27,6,2,3P,Ils,absolussent,absolu,ssent,,,0,
2554,27,6,2,1P,Nous,absolussions,absolu,ssions,,,0,
2555,27,6,2,2P,Vous,absolussiez,absolu,ssiez,,,0,
2556,27,7,2,1S,J',absoudrais,absoudr,ais,1,,0,
2557,27,7,2,2S,Tu,absoudrais,absoudr,ais,1,,0,
2558,27,7,2,3S,Il,absoudrait,absoudr,ait,1,,0,
2559,27,7,2,3P,Ils,absoudraient,absoudr,aient,1,,0,
2560,27,7,2,1P,Nous,absoudrions,absoudr,ions,1,,0,
2561,27,7,2,2P,Vous,absoudriez,absoudr,iez,1,,0,
2565,27,9,2,,,absolvant,absolv,ant,,,0,
2566,27,10,2,,,absous,absous,,,,0,
2567,27,10,2,,,absoute(s),absout,e(s),,,0,
2621,28,1,2,1S,J',acquiers,acquier,s,1,,0,
2622,28,1,2,2S,Tu,acquiers,acquier,s,1,,0,
2623,28,1,2,3S,Il,acquiert,acquier,t,1,,0,
2624,28,1,2,3P,Ils,acquièrent,acquièr,ent,1,,0,
2625,28,1,2,1P,Nous,acquérons,acquér,ons,0,,0,
2626,28,1,2,2P,Vous,acquérez,acquér,ez,,,0,
2627,28,2,2,1S,J',acquerrai,acquerr,ai,1,,0,
2628,28,2,2,2S,Tu,acquerras,acquerr,as,1,,0,
2629,28,2,2,3S,Il,acquerra,acquerr,a,1,,0,
2630,28,2,2,3P,Ils,acquerront,acquerr,ont,1,,0,
2631,28,2,2,1P,Nous,acquerrons,acquerr,ons,1,,0,
2632,28,2,2,2P,Vous,acquerrez,acquerr,ez,1,,0,
2633,28,3,2,1S,J',acquérais,acquér,ais,,,0,
2634,28,3,2,2S,Tu,acquérais,acquér,ais,,,0,
2635,28,3,2,3S,Il,acquérait,acquér,ait,,,0,
2636,28,3,2,3P,Ils,acquéraient,acquér,aient,,,0,
2637,28,3,2,1P,Nous,acquérions,acquér,ions,,,0,
2638,28,3,2,2P,Vous,acquériez,acquér,iez,,,0,
2639,28,4,2,1S,J',acquis,acqu,is,1,,0,
2640,28,4,2,2S,Tu,acquis,acqu,is,1,,0,
2641,28,4,2,3S,Il,acquit,acqu,it,1,,0,
2642,28,4,2,3P,Ils,acquirent,acqu,irent,1,,0,
2643,28,4,2,1P,Nous,acquîmes,acqu,îmes,1,,0,
2644,28,4,2,2P,Vous,acquîtes,acqu,îtes,1,,0,
2645,28,5,2,1S,J',acquière,acquièr,e,,,0,
2646,28,5,2,2S,Tu,acquières,acquièr,es,,,0,
2647,28,5,2,3S,Il,acquière,acquièr,e,,,0,
2648,28,5,2,3P,Ils,acquièrent,acquièr,ent,,,0,
2649,28,5,2,1P,Nous,acquérions,acquér,ions,1,,0,
2650,28,5,2,2P,Vous,acquérriez,acquér,riez,1,,0,
2651,28,6,2,1S,J',acquisse,acqu,isse,,,0,
2652,28,6,2,2S,Tu,acquisses,acqu,isses,,,0,
2653,28,6,2,3S,Il,acquît,acqu,ît,,,0,
2654,28,6,2,3P,Ils,acquissent,acqu,issent,,,0,
2655,28,6,2,1P,Nous,acquissions,acqu,issions,,,0,
2656,28,6,2,2P,Vous,acquisseiez,acqu,isseiez,0,,0,
2657,28,7,2,1S,J',acquerrais,acquerr,ais,1,,0,
2658,28,7,2,2S,Tu,acquerrais,acquerr,ais,1,,0,
2659,28,7,2,3S,Il,acquerrait,acquerr,ait,1,,0,
2660,28,7,2,3P,Ils,acquerraient,acquerr,aient,1,,0,
2661,28,7,2,1P,Nous,acquerrions,acquerr,ions,1,,0,
2662,28,7,2,2P,Vous,acquerriez,acquerr,iez,1,,0,
2666,28,9,2,,,acquérant,acquér,ant,,,0,
2667,28,10,2,,,acquis,acqu,is,1,,0,
2668,28,10,2,,,acquise(s),acqu,ise(s),1,,0,
2722,29,1,3,1S,Je,vais,vai,s,1,1,0,
2723,29,1,3,2S,Tu,vas,va,s,1,1,0,
2724,29,1,3,3S,Il,va,va,,1,,0,
2725,29,1,3,3P,Ils,vont,v,ont,1,1,0,
2726,29,1,3,1P,Nous,allons,all,ons,,,0,
2727,29,1,3,2P,Vous,allez,all,ez,,,0,
2728,29,2,3,1S,J',irai,ir,ai,1,,0,
2729,29,2,3,2S,Tu,iras,ir,as,1,,0,
2730,29,2,3,3S,Il,ira,ir,a,1,,0,
2731,29,2,3,3P,Ils,iront,ir,ont,1,,0,
2732,29,2,3,1P,Nous,irons,ir,ons,1,,0,
2733,29,2,3,2P,Vous,irez,ir,ez,1,,0,
2734,29,3,3,1S,J',allais,all,ais,0,,0,
2735,29,3,3,2S,Tu,allais,all,ais,,,0,
2736,29,3,3,3S,Il,allait,all,ait,,,0,
2737,29,3,3,3P,Ils,allaient,all,aient,,,0,
2738,29,3,3,1P,Nous,allions,all,ions,,,0,
2739,29,3,3,2P,Vous,alliez,all,iez,,,0,
2740,29,4,3,1S,J',allai,all,ai,0,,0,
2741,29,4,3,2S,Tu,allas,all,as,,,0,
2742,29,4,3,3S,Il,alla,all,a,,,0,
2743,29,4,3,3P,Ils,allèrent,all,èrent,,,0,
2744,29,4,3,1P,Nous,allâmes,all,âmes,,,0,
2745,29,4,3,2P,Vous,allâtes,all,âtes,,,0,
2746,29,5,3,1S,J',aille,aill,e,1,,0,
2747,29,5,3,2S,Tu,ailles,aill,es,1,,0,
2748,29,5,3,3S,Il,aille,aill,e,1,,0,
2749,29,5,3,3P,Ils,aillent,aill,ent,1,,0,
2750,29,5,3,1P,Nous,allions,all,ions,1,,0,
2751,29,5,3,2P,Vous,alliez,all,iez,1,,0,
2752,29,6,3,1S,J',allasse,all,asse,,,0,
2753,29,6,3,2S,Tu,allasses,all,asses,,,0,
2754,29,6,3,3S,Il,allât,all,ât,,,0,
2755,29,6,3,3P,Ils,allassent,all,assent,,,0,
2756,29,6,3,1P,Nous,allassions,all,assions,,,0,
2757,29,6,3,2P,Vous,allassiez,all,assiez,,,0,
2758,29,7,3,1S,J',irais,ir,ais,1,,0,
2759,29,7,3,2S,Tu,irais,ir,ais,1,,0,
2760,29,7,3,3S,Il,irait,ir,ait,1,,0,
2761,29,7,3,3P,Ils,iraient,ir,aient,1,,0,
2762,29,7,3,1P,Nous,irions,ir,ions,1,,0,
2763,29,7,3,2P,Vous,iriez,ir,iez,1,,0,
2767,29,9,3,,,allant,all,ant,,,0,
2768,29,10,3,,,allé(s),all,é(s),,,0,
2769,29,10,3,,,allée(s),all,ée(s),,,0,
2823,30,1,2,1S,J',aperçois,aperçoi,s,1,0,1,ç
2824,30,1,2,2S,Tu,aperçois,aperçoi,s,1,,1,ç
2825,30,1,2,3S,Il,aperçoit,aperçoi,t,1,,1,ç
2826,30,1,2,3P,Ils,aperçoivent,aperçoi,vent,1,,1,ç
2827,30,1,2,1P,Nous,apercevons,apercev,ons,,,0,
2828,30,1,2,2P,Vous,apercevez,apercev,ez,,,0,
2829,30,2,2,1S,J',apercevrai,apercevr,ai,1,,0,
2830,30,2,2,2S,Tu,apercevras,apercevr,as,1,,0,
2831,30,2,2,3S,Il,apercevra,apercevr,a,1,,0,
2832,30,2,2,3P,Ils,apercevront,apercevr,ont,1,,0,
2833,30,2,2,1P,Nous,apercevrons,apercevr,ons,1,,0,
2834,30,2,2,2P,Vous,apercevrez,apercevr,ez,1,,0,
2835,30,3,2,1S,J',apercevais,apercev,ais,,,0,
2836,30,3,2,2S,Tu,apercevais,apercev,ais,,,0,
2837,30,3,2,3S,Il,apercevait,apercev,ait,,,0,
2838,30,3,2,3P,Ils,apercevaient,apercev,aient,,,0,
2839,30,3,2,1P,Nous,apercevions,apercev,ions,,,0,
2840,30,3,2,2P,Vous,aperceviez,apercev,iez,,,0,
2841,30,4,2,1S,J',aperçus,aperç,us,1,,1,ç
2842,30,4,2,2S,Tu,aperçus,aperç,us,1,,1,ç
2843,30,4,2,3S,Il,aperçut,aperç,ut,1,,1,ç
2844,30,4,2,3P,Ils,aperçurent,aperç,urent,1,,1,ç
2845,30,4,2,1P,Nous,aperçûmes,aperç,ûmes,1,,1,ç
2846,30,4,2,2P,Vous,aperçûtes,aperç,ûtes,1,,1,ç
2847,30,5,2,1S,J',aperçoive,aperçoiv,e,,,0,
2848,30,5,2,2S,Tu,aperçoives,aperçoiv,es,,,0,
2849,30,5,2,3S,Il,aperçoive,aperçoiv,e,,,0,
2850,30,5,2,3P,Ils,aperçoivent,aperçoiv,ent,,,0,
2851,30,5,2,1P,Nous,apercevions,apercev,ions,1,,0,
2852,30,5,2,2P,Vous,aperceviez,apercev,iez,1,,0,
2853,30,6,2,1S,J',aperçusse,aperç,usse,,,0,
2854,30,6,2,2S,Tu,aperçusses,aperç,usses,,,0,
2855,30,6,2,3S,Il,aperçût,aperç,ût,,,0,
2856,30,6,2,3P,Ils,aperçussent,aperç,ussent,,,0,
2857,30,6,2,1P,Nous,aperçussions,aperç,ussions,,,0,
2858,30,6,2,2P,Vous,aperçussiez,aperç,ussiez,,,0,
2859,30,7,2,1S,J',apercevrais,apercevr,ais,1,,0,
2860,30,7,2,2S,Tu,apercevrais,apercevr,ais,1,,0,
2861,30,7,2,3S,Il,apercevrait,apercevr,ait,1,,0,
2862,30,7,2,3P,Ils,apercevraient,apercevr,aient,1,,0,
2863,30,7,2,1P,Nous,apercevrions,apercevr,ions,1,,0,
2864,30,7,2,2P,Vous,apercevriez,apercevr,iez,1,,0,
2868,30,9,2,,,apercevant,apercev,ant,,,0,
2869,30,10,2,,,aperçu(s),aperç,u(s),,,0,
2870,30,10,2,,,aperçue(s),aperç,ue(s),,,0,
2924,31,1,2,1S,J',assaille,assaill,e,,1,0,
2925,31,1,2,2S,Tu,assailles,assaill,es,,1,0,
2926,31,1,2,3S,Il,assaille,assaill,e,,1,0,
2927,31,1,2,3P,Ils,assaillent,assaill,ent,,,0,
2928,31,1,2,1P,Nous,assaillons,assaill,ons,,,0,
2929,31,1,2,2P,Vous,assaillez,assaill,ez,,,0,
2930,31,2,2,1S,J',assaillirai,assaillir,ai,,,0,
2931,31,2,2,2S,Tu,assailliras,assaillir,as,,,0,
2932,31,2,2,3S,Il,assaillira,assaillir,a,,,0,
2933,31,2,2,3P,Ils,assailliront,assaillir,ont,,,0,
2934,31,2,2,1P,Nous,assaillirons,assaillir,ons,,,0,
2935,31,2,2,2P,Vous,assaillirez,assaillir,ez,,,0,
2936,31,3,2,1S,J',assaillais,assaill,ais,,,0,
2937,31,3,2,2S,Tu,assaillais,assaill,ais,,,0,
2938,31,3,2,3S,Il,assaillait,assaill,ait,,,0,
2939,31,3,2,3P,Ils,assaillaient,assaill,aient,,,0,
2940,31,3,2,1P,Nous,assaillions,assaill,ions,,,0,
2941,31,3,2,2P,Vous,assailliez,assaill,iez,,,0,
2942,31,4,2,1S,J',assaillis,assaill,is,,,0,
2943,31,4,2,2S,Tu,assaillis,assaill,is,,,0,
2944,31,4,2,3S,Il,assaillit,assaill,it,,,0,
2945,31,4,2,3P,Ils,assaillirent,assaill,irent,,,0,
2946,31,4,2,1P,Nous,assaillîmes,assaill,îmes,,,0,
2947,31,4,2,2P,Vous,assaillîtes,assaill,îtes,,,0,
2948,31,5,2,1S,J',assaille,assaill,e,,,0,
2949,31,5,2,2S,Tu,assailles,assaill,es,,,0,
2950,31,5,2,3S,Il,assaille,assaill,e,,,0,
2951,31,5,2,3P,Ils,assaillent,assaill,ent,,,0,
2952,31,5,2,1P,Nous,assaillions,assaill,ions,,,0,
2953,31,5,2,2P,Vous,assailliez,assaill,iez,,,0,
2954,31,6,2,1S,J',assaillisse,assaill,isse,,,0,
2955,31,6,2,2S,Tu,assaillisses,assaill,isses,,,0,
2956,31,6,2,3S,Il,assaillît,assaill,ît,,,0,
2957,31,6,2,3P,Ils,assaillissent,assaill,issent,,,0,
2958,31,6,2,1P,Nous,assaillissions,assaill,issions,,,0,
2959,31,6,2,2P,Vous,assaillissiez,assaill,issiez,,,0,
2960,31,7,2,1S,J',assaillirais,assaillir,ais,,,0,
2961,31,7,2,2S,Tu,assaillirais,assaillir,ais,,,0,
2962,31,7,2,3S,Il,assaillirait,assaillir,ait,,,0,
2963,31,7,2,3P,Ils,assailliraient,assaillir,aient,,,0,
2964,31,7,2,1P,Nous,assaillirions,assaillir,ions,,,0,
2965,31,7,2,2P,Vous,assailliriez,assaillir,iez,,,0,
2969,31,9,2,,,assaillant,assaill,ant,,,0,
2970,31,10,2,,,assailli(s),assaill,i(s),,,0,
2971,31,10,2,,,assaillie(s),assaill,ie(s),,,0,
3024,32,1,2,1S,J',assois,assoi,s,1,,0,
3025,32,1,2,2S,Tu,assois,assoi,s,1,,0,
3026,32,1,2,3S,Il,assoit,assoi,t,1,,0,
3027,32,1,2,3P,Ils,assoient,assoi,ent,1,,0,
3028,32,1,2,1P,Nous,assoyons,assoy,ons,1,,1,y
3029,32,1,2,2P,Vous,assoyez,assoy,ez,1,,1,y
3030,32,2,2,1S,J',assoirai,assoir,ai,1,,0,
3031,32,2,2,2S,Tu,assoiras,assoir,as,1,,0,
3032,32,2,2,3S,Il,assoira,assoir,a,1,,0,
3033,32,2,2,3P,Ils,assoiront,assoir,ont,1,,0,
3034,32,2,2,1P,Nous,assoirons,assoir,ons,1,,0,
3035,32,2,2,2P,Vous,assoirez,assoir,ez,1,,0,
3036,32,3,2,1S,J',assoyais,assoy,ais,0,,1,y
3037,32,3,2,2S,Tu,assoyais,assoy,ais,,,1,y
3038,32,3,2,3S,Il,assoyait,assoy,ait,,,1,y
3039,32,3,2,3P,Ils,assoyaient,assoy,aient,,,1,y
3040,32,3,2,1P,Nous,assoyions,assoy,ions,,,1,y
3041,32,3,2,2P,Vous,assoyiez,assoy,iez,,,1,y
3042,32,4,2,1S,J',assis,ass,is,1,,0,
3043,32,4,2,2S,Tu,assis,ass,is,1,,0,
3044,32,4,2,3S,Il,assit,ass,it,1,,0,
3045,32,4,2,3P,Ils,assirent,ass,irent,1,,0,
3046,32,4,2,1P,Nous,assîmes,ass,îmes,1,,0,
3047,32,4,2,2P,Vous,assîtes,ass,îtes,1,,0,
3048,32,5,2,1S,J',assoie,assoi,e,0,,0,
3049,32,5,2,2S,Tu,assoies,assoi,es,,,0,
3050,32,5,2,3S,Il,assoie,assoi,e,,,0,
3051,32,5,2,3P,Ils,assoient,assoi,ent,,,0,
3052,32,5,2,1P,Nous,assoyions,assoy,ions,0,,1,y
3053,32,5,2,2P,Vous,assoyiez,assoy,iez,,,1,y
3054,32,6,2,1S,J',assisse,ass,isse,0,,0,
3055,32,6,2,2S,Tu,assisses,ass,isses,,,0,
3056,32,6,2,3S,Il,assît,ass,ît,,,0,
3057,32,6,2,3P,Ils,assissent,ass,issent,,,0,
3058,32,6,2,1P,Nous,assissions,ass,issions,,,0,
3059,32,6,2,2P,Vous,assissiez,ass,issiez,,,0,
3060,32,7,2,1S,J',assoirais,assoir,ais,1,,0,
3061,32,7,2,2S,Tu,assoirais,assoir,ais,1,,0,
3062,32,7,2,3S,Il,assoirait,assoir,ait,1,,0,
3063,32,7,2,3P,Ils,assoiraient,assoir,aient,1,,0,
3064,32,7,2,1P,Nous,assoirions,assoir,ions,1,,0,
3065,32,7,2,2P,Vous,assoiriez,assoir,iez,1,,0,
3069,32,9,2,,,assoyant,asso,yant,,,0,
3070,32,10,2,,,assis(e),ass,is(e),,,0,
3071,32,10,2,,,assise(s),ass,ise(s),,,0,
3120,33,1,2,1S,J',assieds,assied,s,1,,0,
3121,33,1,2,2S,Tu,assieds,assied,s,1,,0,
3122,33,1,2,3S,Il,assied,assied,,1,,0,
3123,33,1,2,3P,Ils,asseyent,assey,ent,1,,0,
3124,33,1,2,1P,Nous,asseyons,assey,ons,1,,0,
3125,33,1,2,2P,Vous,asseyez,assey,ez,1,,0,
3144,33,5,2,1S,J',asseye,assey,e,0,,1,y
3145,33,5,2,2S,Tu,asseyes,assey,es,,,1,y
3146,33,5,2,3S,Il,asseye,assey,e,,,1,y
3147,33,5,2,3P,Ils,asseyent,assey,ent,,,1,y
3148,33,5,2,1P,Nous,asseyions,assey,ions,,,1,y
3149,33,5,2,2P,Vous,asseyiez,assey,iez,,,1,y
3132,33,3,2,1S,J',asseyais,assey,ais,0,,1,y
3133,33,3,2,2S,Tu,asseyais,assey,ais,,,1,y
3134,33,3,2,3S,Il,asseyait,assey,ait,,,1,y
3135,33,3,2,3P,Ils,asseyaient,assey,aient,,,1,y
3136,33,3,2,1P,Nous,asseyions,assey,ions,,,1,y
3137,33,3,2,2P,Vous,asseyiez,assey,iez,,,1,y
3138,33,4,2,1S,J',assis,ass,is,1,,0,
3139,33,4,2,2S,Tu,assis,ass,is,1,,0,
3140,33,4,2,3S,Il,assit,ass,it,1,,0,
3141,33,4,2,3P,Ils,assirent,ass,irent,1,,0,
3142,33,4,2,1P,Nous,assîmes,ass,îmes,1,,0,
3143,33,4,2,2P,Vous,assîtes,ass,îtes,1,,0,
3150,33,6,2,1S,J',assisse,ass,isse,0,,0,
3151,33,6,2,2S,Tu,assisses,ass,isses,,,0,
3152,33,6,2,3S,Il,assît,ass,ît,,,0,
3153,33,6,2,3P,Ils,assissent,ass,issent,,,0,
